age_group,gender,height_category,weight_category,gymorhome,goal,budget,diet_type,workout_plan,diet_plan
senior,male,short,normal,home,stamina,medium,non-vegetarian,Mon: Running in Place; Tue: Burpees; Wed: HIIT Cardio; Thu: HIIT Cardio; Fri: Jump Rope; Sat: Jump Rope; Sun: Bodyweight Circuit,Breakfast: Grilled Chicken + Rice; Lunch: Grilled Chicken + Rice; Snacks: Fruit + Nuts; Dinner: Egg Omelette + Toast; Breakfast2: Egg Omelette + Toast; Lunch2: Fruit + Nuts; Snacks2: Fish Soup + Veggies
teen,male,medium,normal,gym,muscle-gain,high,vegan,Mon: Deadlift; Tue: Leg Press; Wed: Bench Press; Thu: Deadlift; Fri: Leg Press; Sat: Bench Press; Sun: Squat Rack,Breakfast: Tofu + Quinoa; Lunch: Tempeh Stir Fry + Veggies; Snacks: Tofu + Quinoa; Dinner: Chickpeas + Brown Rice; Breakfast2: Tempeh Stir Fry + Veggies; Lunch2: Nuts + Smoothie; Snacks2: Nuts + Smoothie
teen,female,tall,obese,home,weight-loss,low,vegan,Mon: Burpees; Tue: Bodyweight Circuit; Wed: Jumping Jacks; Thu: High Knees; Fri: Jumping Jacks; Sat: Mountain Climbers; Sun: Bodyweight Circuit,Breakfast: Tofu Soup + Veggies; Lunch: Oatmeal + Almond Milk; Snacks: Fruit + Nuts; Dinner: Tofu Soup + Veggies; Breakfast2: Fruit + Nuts; Lunch2: Lentil Salad + Veg; Snacks2: Lentil Salad + Veg
senior,female,tall,obese,home,flexibility,medium,vegan,Mon: Mobility Drills; Tue: Pilates Mat; Wed: Balance Exercises; Thu: Stretching; Fri: Balance Exercises; Sat: Yoga Flow; Sun: Pilates Mat,Breakfast: Veg Stir Fry + Rice; Lunch: Oatmeal + Soy Milk; Snacks: Salads + Tofu; Dinner: Veg Stir Fry + Rice; Breakfast2: Fruit + Almond Yogurt; Lunch2: Fruit + Almond Yogurt; Snacks2: Salads + Tofu
teen,female,medium,obese,gym,weight-loss,high,vegetarian,Mon: Rowing Machine; Tue: Cross Trainer; Wed: Spinning; Thu: Spinning; Fri: Treadmill HIIT; Sat: Battle Ropes; Sun: Rowing Machine,Breakfast: Lentil Soup + Veggies; Lunch: Oats + Skim Milk + Banana; Snacks: Vegetable Salad + Quinoa; Dinner: Vegetable Salad + Quinoa; Breakfast2: Fruit + Nuts; Lunch2: Lentil Soup + Veggies; Snacks2: Fruit + Nuts
senior,female,short,overweight,gym,flexibility,low,non-vegetarian,Mon: Pilates Machines; Tue: Core Machines; Wed: Balance Boards; Thu: Yoga Machines; Fri: Core Machines; Sat: Pilates Machines; Sun: Yoga Machines,Breakfast: Chicken Salad + Quinoa; Lunch: Eggs + Oats; Snacks: Fish + Veg Stir Fry; Dinner: Protein Shake + Nuts; Breakfast2: Protein Shake + Nuts; Lunch2: Fish + Veg Stir Fry; Snacks2: Eggs + Oats
young,male,medium,obese,home,weight-loss,low,vegan,Mon: Bodyweight Circuit; Tue: High Knees; Wed: Jumping Jacks; Thu: Mountain Climbers; Fri: Burpees; Sat: Burpees; Sun: Bodyweight Circuit,Breakfast: Lentil Salad + Veg; Lunch: Oatmeal + Almond Milk; Snacks: Oatmeal + Almond Milk; Dinner: Tofu Soup + Veggies; Breakfast2: Lentil Salad + Veg; Lunch2: Fruit + Nuts; Snacks2: Tofu Soup + Veggies
middle,female,short,normal,home,weight-loss,low,non-vegetarian,Mon: Jumping Jacks; Tue: Mountain Climbers; Wed: Jumping Jacks; Thu: Bodyweight Circuit; Fri: Burpees; Sat: High Knees; Sun: High Knees,Breakfast: Chicken + Rice + Veg; Lunch: Chicken + Rice + Veg; Snacks: Fish + Sweet Potato; Dinner: Protein Shake + Nuts; Breakfast2: Protein Shake + Nuts; Lunch2: Eggs + Oats + Milk; Snacks2: Eggs + Oats + Milk
young,male,medium,normal,gym,stamina,medium,vegetarian,Mon: Circuit Training; Tue: Stair Climber; Wed: Jump Rope; Thu: Jump Rope; Fri: Circuit Training; Sat: Elliptical; Sun: HIIT Treadmill,Breakfast: Smoothie + Oats; Lunch: Vegetable Wraps + Rice; Snacks: Fruit + Nuts; Dinner: Smoothie + Oats; Breakfast2: Vegetable Soup + Bread; Lunch2: Vegetable Soup + Bread; Snacks2: Fruit + Nuts
middle,female,short,obese,gym,flexibility,high,vegetarian,Mon: Yoga Machines; Tue: Balance Boards; Wed: Yoga Machines; Thu: Pilates Machines; Fri: Core Machines; Sat: Stretching; Sun: Balance Boards,Breakfast: Veg Stir Fry + Rice; Lunch: Oatmeal + Soy Milk; Snacks: Oatmeal + Soy Milk; Dinner: Fruit + Yogurt; Breakfast2: Fruit + Yogurt; Lunch2: Salads + Tofu; Snacks2: Veg Stir Fry + Rice
young,male,tall,underweight,gym,stamina,high,non-vegetarian,Mon: Elliptical; Tue: Stair Climber; Wed: Jump Rope; Thu: Circuit Training; Fri: HIIT Treadmill; Sat: HIIT Treadmill; Sun: Stair Climber,Breakfast: Fish Soup + Veggies; Lunch: Egg Omelette + Toast; Snacks: Grilled Chicken + Rice; Dinner: Fruit + Nuts; Breakfast2: Grilled Chicken + Rice; Lunch2: Fruit + Nuts; Snacks2: Fish Soup + Veggies
middle,female,medium,overweight,gym,flexibility,high,vegan,Mon: Core Machines; Tue: Balance Boards; Wed: Yoga Machines; Thu: Core Machines; Fri: Balance Boards; Sat: Pilates Machines; Sun: Stretching,Breakfast: Oatmeal + Soy Milk; Lunch: Salads + Tofu; Snacks: Salads + Tofu; Dinner: Veg Stir Fry + Rice; Breakfast2: Oatmeal + Soy Milk; Lunch2: Fruit + Almond Yogurt; Snacks2: Fruit + Almond Yogurt
teen,male,short,obese,home,stamina,medium,vegetarian,Mon: Jump Rope; Tue: Running in Place; Wed: HIIT Cardio; Thu: HIIT Cardio; Fri: Bodyweight Circuit; Sat: Jump Rope; Sun: Running in Place,Breakfast: Smoothie + Oats; Lunch: Fruit + Nuts; Snacks: Vegetable Soup + Bread; Dinner: Vegetable Soup + Bread; Breakfast2: Fruit + Nuts; Lunch2: Vegetable Wraps + Rice; Snacks2: Vegetable Wraps + Rice
senior,male,medium,normal,home,weight-loss,low,vegan,Mon: Jumping Jacks; Tue: Bodyweight Circuit; Wed: Mountain Climbers; Thu: High Knees; Fri: Bodyweight Circuit; Sat: High Knees; Sun: Mountain Climbers,Breakfast: Lentil Salad + Veg; Lunch: Tofu Soup + Veggies; Snacks: Oatmeal + Almond Milk; Dinner: Fruit + Nuts; Breakfast2: Fruit + Nuts; Lunch2: Oatmeal + Almond Milk; Snacks2: Lentil Salad + Veg
middle,male,medium,underweight,gym,weight-loss,medium,vegetarian,Mon: Spinning; Tue: Rowing Machine; Wed: Cross Trainer; Thu: Treadmill HIIT; Fri: Spinning; Sat: Battle Ropes; Sun: Cross Trainer,Breakfast: Fruit + Nuts; Lunch: Fruit + Nuts; Snacks: Lentil Soup + Veggies; Dinner: Oats + Skim Milk + Banana; Breakfast2: Lentil Soup + Veggies; Lunch2: Vegetable Salad + Quinoa; Snacks2: Oats + Skim Milk + Banana
teen,female,tall,normal,gym,stamina,high,vegan,Mon: Circuit Training; Tue: Jump Rope; Wed: Elliptical; Thu: HIIT Treadmill; Fri: Stair Climber; Sat: HIIT Treadmill; Sun: Circuit Training,Breakfast: Veggie Soup + Bread; Lunch: Smoothie Bowl; Snacks: Veg Wrap + Rice; Dinner: Smoothie Bowl; Breakfast2: Veggie Soup + Bread; Lunch2: Fruit + Nuts; Snacks2: Fruit + Nuts
teen,female,medium,underweight,gym,weight-loss,high,non-vegetarian,Mon: Rowing Machine; Tue: Cross Trainer; Wed: Spinning; Thu: Battle Ropes; Fri: Cross Trainer; Sat: Treadmill HIIT; Sun: Battle Ropes,Breakfast: Eggs + Oats + Milk; Lunch: Fish + Sweet Potato; Snacks: Fish + Sweet Potato; Dinner: Protein Shake + Nuts; Breakfast2: Eggs + Oats + Milk; Lunch2: Chicken + Rice + Veg; Snacks2: Protein Shake + Nuts
young,female,short,normal,home,stamina,low,vegetarian,Mon: Bodyweight Circuit; Tue: Burpees; Wed: Bodyweight Circuit; Thu: HIIT Cardio; Fri: Running in Place; Sat: Burpees; Sun: Jump Rope,Breakfast: Smoothie + Oats; Lunch: Vegetable Soup + Bread; Snacks: Fruit + Nuts; Dinner: Fruit + Nuts; Breakfast2: Vegetable Wraps + Rice; Lunch2: Vegetable Wraps + Rice; Snacks2: Vegetable Soup + Bread
young,female,tall,normal,home,muscle-gain,high,vegetarian,Mon: Pull-ups; Tue: Squats; Wed: Resistance Bands; Thu: Push-ups; Fri: Squats; Sat: Resistance Bands; Sun: Lunges,Breakfast: Nuts + Smoothie; Lunch: Tofu Stir Fry + Veggies; Snacks: Chickpeas + Quinoa; Dinner: Chickpeas + Quinoa; Breakfast2: Tofu Stir Fry + Veggies; Lunch2: Nuts + Smoothie; Snacks2: Paneer + Brown Rice
senior,male,short,overweight,gym,flexibility,medium,vegetarian,Mon: Stretching; Tue: Yoga Machines; Wed: Core Machines; Thu: Stretching; Fri: Core Machines; Sat: Pilates Machines; Sun: Yoga Machines,Breakfast: Veg Stir Fry + Rice; Lunch: Fruit + Yogurt; Snacks: Salads + Tofu; Dinner: Oatmeal + Soy Milk; Breakfast2: Salads + Tofu; Lunch2: Oatmeal + Soy Milk; Snacks2: Fruit + Yogurt
middle,female,short,underweight,gym,weight-loss,medium,non-vegetarian,Mon: Treadmill HIIT; Tue: Spinning; Wed: Battle Ropes; Thu: Cross Trainer; Fri: Treadmill HIIT; Sat: Battle Ropes; Sun: Rowing Machine,Breakfast: Eggs + Oats + Milk; Lunch: Protein Shake + Nuts; Snacks: Protein Shake + Nuts; Dinner: Chicken + Rice + Veg; Breakfast2: Eggs + Oats + Milk; Lunch2: Fish + Sweet Potato; Snacks2: Chicken + Rice + Veg
middle,male,tall,overweight,home,muscle-gain,medium,non-vegetarian,Mon: Pull-ups; Tue: Pull-ups; Wed: Lunges; Thu: Squats; Fri: Resistance Bands; Sat: Squats; Sun: Lunges,Breakfast: Protein Shake + Nuts; Lunch: Fish Stir Fry + Veggies; Snacks: Chicken Breast + Brown Rice; Dinner: Eggs + Quinoa; Breakfast2: Chicken Breast + Brown Rice; Lunch2: Eggs + Quinoa; Snacks2: Fish Stir Fry + Veggies
young,female,short,overweight,home,stamina,high,non-vegetarian,Mon: Jump Rope; Tue: Burpees; Wed: Bodyweight Circuit; Thu: HIIT Cardio; Fri: Bodyweight Circuit; Sat: HIIT Cardio; Sun: Jump Rope,Breakfast: Grilled Chicken + Rice; Lunch: Egg Omelette + Toast; Snacks: Fish Soup + Veggies; Dinner: Fish Soup + Veggies; Breakfast2: Egg Omelette + Toast; Lunch2: Grilled Chicken + Rice; Snacks2: Fruit + Nuts
young,female,short,normal,home,weight-loss,medium,vegetarian,Mon: Burpees; Tue: Mountain Climbers; Wed: Bodyweight Circuit; Thu: Burpees; Fri: Bodyweight Circuit; Sat: Mountain Climbers; Sun: High Knees,Breakfast: Lentil Soup + Veggies; Lunch: Oats + Skim Milk + Banana; Snacks: Fruit + Nuts; Dinner: Oats + Skim Milk + Banana; Breakfast2: Lentil Soup + Veggies; Lunch2: Vegetable Salad + Quinoa; Snacks2: Fruit + Nuts
young,male,short,obese,home,stamina,low,non-vegetarian,Mon: Jump Rope; Tue: Jump Rope; Wed: Bodyweight Circuit; Thu: Running in Place; Fri: Bodyweight Circuit; Sat: HIIT Cardio; Sun: HIIT Cardio,Breakfast: Egg Omelette + Toast; Lunch: Fruit + Nuts; Snacks: Grilled Chicken + Rice; Dinner: Fish Soup + Veggies; Breakfast2: Fish Soup + Veggies; Lunch2: Grilled Chicken + Rice; Snacks2: Fruit + Nuts
teen,female,medium,normal,home,stamina,high,non-vegetarian,Mon: HIIT Cardio; Tue: Bodyweight Circuit; Wed: Jump Rope; Thu: HIIT Cardio; Fri: Bodyweight Circuit; Sat: Burpees; Sun: Running in Place,Breakfast: Grilled Chicken + Rice; Lunch: Fruit + Nuts; Snacks: Egg Omelette + Toast; Dinner: Fish Soup + Veggies; Breakfast2: Fruit + Nuts; Lunch2: Fish Soup + Veggies; Snacks2: Egg Omelette + Toast
young,male,short,overweight,home,weight-loss,high,vegetarian,Mon: Burpees; Tue: High Knees; Wed: Mountain Climbers; Thu: Mountain Climbers; Fri: Bodyweight Circuit; Sat: Jumping Jacks; Sun: Burpees,Breakfast: Vegetable Salad + Quinoa; Lunch: Vegetable Salad + Quinoa; Snacks: Lentil Soup + Veggies; Dinner: Lentil Soup + Veggies; Breakfast2: Oats + Skim Milk + Banana; Lunch2: Fruit + Nuts; Snacks2: Oats + Skim Milk + Banana
middle,female,short,obese,gym,muscle-gain,high,vegetarian,Mon: Pull-up Bar; Tue: Deadlift; Wed: Squat Rack; Thu: Leg Press; Fri: Bench Press; Sat: Squat Rack; Sun: Deadlift,Breakfast: Tofu Stir Fry + Veggies; Lunch: Nuts + Smoothie; Snacks: Chickpeas + Quinoa; Dinner: Tofu Stir Fry + Veggies; Breakfast2: Chickpeas + Quinoa; Lunch2: Nuts + Smoothie; Snacks2: Paneer + Brown Rice
young,female,tall,overweight,gym,flexibility,low,vegetarian,Mon: Pilates Machines; Tue: Pilates Machines; Wed: Yoga Machines; Thu: Stretching; Fri: Yoga Machines; Sat: Core Machines; Sun: Core Machines,Breakfast: Fruit + Yogurt; Lunch: Fruit + Yogurt; Snacks: Oatmeal + Soy Milk; Dinner: Oatmeal + Soy Milk; Breakfast2: Veg Stir Fry + Rice; Lunch2: Veg Stir Fry + Rice; Snacks2: Salads + Tofu
senior,female,tall,normal,gym,weight-loss,high,vegan,Mon: Cross Trainer; Tue: Battle Ropes; Wed: Treadmill HIIT; Thu: Spinning; Fri: Spinning; Sat: Rowing Machine; Sun: Battle Ropes,Breakfast: Lentil Salad + Veg; Lunch: Lentil Salad + Veg; Snacks: Fruit + Nuts; Dinner: Oatmeal + Almond Milk; Breakfast2: Tofu Soup + Veggies; Lunch2: Oatmeal + Almond Milk; Snacks2: Fruit + Nuts
young,male,short,underweight,gym,weight-loss,medium,non-vegetarian,Mon: Battle Ropes; Tue: Rowing Machine; Wed: Treadmill HIIT; Thu: Cross Trainer; Fri: Rowing Machine; Sat: Treadmill HIIT; Sun: Spinning,Breakfast: Eggs + Oats + Milk; Lunch: Fish + Sweet Potato; Snacks: Chicken + Rice + Veg; Dinner: Chicken + Rice + Veg; Breakfast2: Protein Shake + Nuts; Lunch2: Protein Shake + Nuts; Snacks2: Eggs + Oats + Milk
teen,female,tall,overweight,home,weight-loss,medium,vegetarian,Mon: High Knees; Tue: High Knees; Wed: Burpees; Thu: Mountain Climbers; Fri: Burpees; Sat: Jumping Jacks; Sun: Bodyweight Circuit,Breakfast: Vegetable Salad + Quinoa; Lunch: Oats + Skim Milk + Banana; Snacks: Lentil Soup + Veggies; Dinner: Lentil Soup + Veggies; Breakfast2: Fruit + Nuts; Lunch2: Vegetable Salad + Quinoa; Snacks2: Oats + Skim Milk + Banana
young,male,medium,underweight,gym,muscle-gain,high,non-vegetarian,Mon: Deadlift; Tue: Leg Press; Wed: Squat Rack; Thu: Squat Rack; Fri: Leg Press; Sat: Pull-up Bar; Sun: Bench Press,Breakfast: Fish Stir Fry + Veggies; Lunch: Protein Shake + Nuts; Snacks: Eggs + Quinoa; Dinner: Fish Stir Fry + Veggies; Breakfast2: Chicken Breast + Brown Rice; Lunch2: Chicken Breast + Brown Rice; Snacks2: Eggs + Quinoa
young,male,medium,overweight,gym,stamina,medium,vegan,Mon: Circuit Training; Tue: Stair Climber; Wed: Elliptical; Thu: HIIT Treadmill; Fri: Circuit Training; Sat: Elliptical; Sun: Jump Rope,Breakfast: Smoothie Bowl; Lunch: Fruit + Nuts; Snacks: Veggie Soup + Bread; Dinner: Veg Wrap + Rice; Breakfast2: Fruit + Nuts; Lunch2: Veggie Soup + Bread; Snacks2: Veg Wrap + Rice
teen,female,tall,overweight,home,muscle-gain,medium,non-vegetarian,Mon: Resistance Bands; Tue: Lunges; Wed: Push-ups; Thu: Squats; Fri: Push-ups; Sat: Resistance Bands; Sun: Pull-ups,Breakfast: Protein Shake + Nuts; Lunch: Eggs + Quinoa; Snacks: Fish Stir Fry + Veggies; Dinner: Eggs + Quinoa; Breakfast2: Fish Stir Fry + Veggies; Lunch2: Chicken Breast + Brown Rice; Snacks2: Chicken Breast + Brown Rice
middle,female,short,overweight,gym,weight-loss,medium,vegetarian,Mon: Rowing Machine; Tue: Spinning; Wed: Cross Trainer; Thu: Spinning; Fri: Cross Trainer; Sat: Treadmill HIIT; Sun: Treadmill HIIT,Breakfast: Lentil Soup + Veggies; Lunch: Lentil Soup + Veggies; Snacks: Fruit + Nuts; Dinner: Fruit + Nuts; Breakfast2: Oats + Skim Milk + Banana; Lunch2: Vegetable Salad + Quinoa; Snacks2: Oats + Skim Milk + Banana
young,female,short,overweight,gym,flexibility,low,non-vegetarian,Mon: Yoga Machines; Tue: Stretching; Wed: Core Machines; Thu: Stretching; Fri: Yoga Machines; Sat: Pilates Machines; Sun: Balance Boards,Breakfast: Chicken Salad + Quinoa; Lunch: Protein Shake + Nuts; Snacks: Eggs + Oats; Dinner: Fish + Veg Stir Fry; Breakfast2: Eggs + Oats; Lunch2: Protein Shake + Nuts; Snacks2: Chicken Salad + Quinoa
middle,female,medium,overweight,home,weight-loss,medium,vegan,Mon: Burpees; Tue: Burpees; Wed: Mountain Climbers; Thu: Jumping Jacks; Fri: Jumping Jacks; Sat: Bodyweight Circuit; Sun: Mountain Climbers,Breakfast: Fruit + Nuts; Lunch: Oatmeal + Almond Milk; Snacks: Tofu Soup + Veggies; Dinner: Lentil Salad + Veg; Breakfast2: Oatmeal + Almond Milk; Lunch2: Tofu Soup + Veggies; Snacks2: Fruit + Nuts
senior,female,medium,underweight,gym,weight-loss,medium,non-vegetarian,Mon: Battle Ropes; Tue: Spinning; Wed: Rowing Machine; Thu: Rowing Machine; Fri: Cross Trainer; Sat: Treadmill HIIT; Sun: Battle Ropes,Breakfast: Fish + Sweet Potato; Lunch: Fish + Sweet Potato; Snacks: Chicken + Rice + Veg; Dinner: Protein Shake + Nuts; Breakfast2: Chicken + Rice + Veg; Lunch2: Protein Shake + Nuts; Snacks2: Eggs + Oats + Milk
senior,female,medium,normal,gym,flexibility,medium,vegetarian,Mon: Balance Boards; Tue: Stretching; Wed: Pilates Machines; Thu: Balance Boards; Fri: Pilates Machines; Sat: Core Machines; Sun: Yoga Machines,Breakfast: Salads + Tofu; Lunch: Salads + Tofu; Snacks: Veg Stir Fry + Rice; Dinner: Oatmeal + Soy Milk; Breakfast2: Fruit + Yogurt; Lunch2: Fruit + Yogurt; Snacks2: Veg Stir Fry + Rice
senior,male,medium,overweight,gym,stamina,low,non-vegetarian,Mon: Circuit Training; Tue: Jump Rope; Wed: Stair Climber; Thu: Elliptical; Fri: Stair Climber; Sat: HIIT Treadmill; Sun: HIIT Treadmill,Breakfast: Grilled Chicken + Rice; Lunch: Egg Omelette + Toast; Snacks: Egg Omelette + Toast; Dinner: Fruit + Nuts; Breakfast2: Fruit + Nuts; Lunch2: Fish Soup + Veggies; Snacks2: Grilled Chicken + Rice
middle,female,medium,overweight,home,flexibility,low,vegan,Mon: Stretching; Tue: Yoga Flow; Wed: Yoga Flow; Thu: Mobility Drills; Fri: Pilates Mat; Sat: Mobility Drills; Sun: Stretching,Breakfast: Veg Stir Fry + Rice; Lunch: Fruit + Almond Yogurt; Snacks: Salads + Tofu; Dinner: Oatmeal + Soy Milk; Breakfast2: Veg Stir Fry + Rice; Lunch2: Salads + Tofu; Snacks2: Fruit + Almond Yogurt
middle,female,tall,overweight,gym,flexibility,low,non-vegetarian,Mon: Pilates Machines; Tue: Balance Boards; Wed: Core Machines; Thu: Yoga Machines; Fri: Pilates Machines; Sat: Stretching; Sun: Core Machines,Breakfast: Chicken Salad + Quinoa; Lunch: Protein Shake + Nuts; Snacks: Chicken Salad + Quinoa; Dinner: Eggs + Oats; Breakfast2: Fish + Veg Stir Fry; Lunch2: Protein Shake + Nuts; Snacks2: Eggs + Oats
young,male,medium,normal,home,muscle-gain,medium,vegan,Mon: Squats; Tue: Resistance Bands; Wed: Push-ups; Thu: Lunges; Fri: Pull-ups; Sat: Pull-ups; Sun: Push-ups,Breakfast: Chickpeas + Brown Rice; Lunch: Nuts + Smoothie; Snacks: Tempeh Stir Fry + Veggies; Dinner: Chickpeas + Brown Rice; Breakfast2: Tofu + Quinoa; Lunch2: Nuts + Smoothie; Snacks2: Tofu + Quinoa
young,female,short,obese,gym,stamina,high,vegetarian,Mon: Circuit Training; Tue: Elliptical; Wed: Jump Rope; Thu: HIIT Treadmill; Fri: Circuit Training; Sat: Elliptical; Sun: Stair Climber,Breakfast: Vegetable Soup + Bread; Lunch: Smoothie + Oats; Snacks: Fruit + Nuts; Dinner: Vegetable Soup + Bread; Breakfast2: Smoothie + Oats; Lunch2: Vegetable Wraps + Rice; Snacks2: Vegetable Wraps + Rice
young,male,tall,underweight,gym,weight-loss,high,vegan,Mon: Spinning; Tue: Spinning; Wed: Rowing Machine; Thu: Battle Ropes; Fri: Battle Ropes; Sat: Cross Trainer; Sun: Cross Trainer,Breakfast: Oatmeal + Almond Milk; Lunch: Fruit + Nuts; Snacks: Fruit + Nuts; Dinner: Tofu Soup + Veggies; Breakfast2: Tofu Soup + Veggies; Lunch2: Oatmeal + Almond Milk; Snacks2: Lentil Salad + Veg
middle,male,tall,normal,home,weight-loss,medium,non-vegetarian,Mon: Bodyweight Circuit; Tue: Burpees; Wed: Mountain Climbers; Thu: Mountain Climbers; Fri: High Knees; Sat: Jumping Jacks; Sun: Bodyweight Circuit,Breakfast: Protein Shake + Nuts; Lunch: Fish + Sweet Potato; Snacks: Eggs + Oats + Milk; Dinner: Protein Shake + Nuts; Breakfast2: Fish + Sweet Potato; Lunch2: Chicken + Rice + Veg; Snacks2: Eggs + Oats + Milk
young,female,short,normal,gym,weight-loss,medium,vegetarian,Mon: Spinning; Tue: Battle Ropes; Wed: Cross Trainer; Thu: Cross Trainer; Fri: Battle Ropes; Sat: Rowing Machine; Sun: Spinning,Breakfast: Fruit + Nuts; Lunch: Vegetable Salad + Quinoa; Snacks: Lentil Soup + Veggies; Dinner: Oats + Skim Milk + Banana; Breakfast2: Fruit + Nuts; Lunch2: Vegetable Salad + Quinoa; Snacks2: Oats + Skim Milk + Banana
teen,female,medium,underweight,gym,muscle-gain,medium,non-vegetarian,Mon: Pull-up Bar; Tue: Squat Rack; Wed: Leg Press; Thu: Bench Press; Fri: Leg Press; Sat: Bench Press; Sun: Squat Rack,Breakfast: Fish Stir Fry + Veggies; Lunch: Eggs + Quinoa; Snacks: Protein Shake + Nuts; Dinner: Fish Stir Fry + Veggies; Breakfast2: Protein Shake + Nuts; Lunch2: Chicken Breast + Brown Rice; Snacks2: Eggs + Quinoa
teen,male,short,obese,gym,stamina,high,non-vegetarian,Mon: Elliptical; Tue: Circuit Training; Wed: Elliptical; Thu: Jump Rope; Fri: Stair Climber; Sat: Circuit Training; Sun: HIIT Treadmill,Breakfast: Grilled Chicken + Rice; Lunch: Grilled Chicken + Rice; Snacks: Fish Soup + Veggies; Dinner: Fruit + Nuts; Breakfast2: Fruit + Nuts; Lunch2: Egg Omelette + Toast; Snacks2: Egg Omelette + Toast
middle,female,short,overweight,home,muscle-gain,medium,non-vegetarian,Mon: Squats; Tue: Push-ups; Wed: Resistance Bands; Thu: Pull-ups; Fri: Resistance Bands; Sat: Lunges; Sun: Lunges,Breakfast: Fish Stir Fry + Veggies; Lunch: Chicken Breast + Brown Rice; Snacks: Chicken Breast + Brown Rice; Dinner: Fish Stir Fry + Veggies; Breakfast2: Protein Shake + Nuts; Lunch2: Eggs + Quinoa; Snacks2: Eggs + Quinoa
middle,male,short,normal,home,muscle-gain,low,vegetarian,Mon: Lunges; Tue: Push-ups; Wed: Push-ups; Thu: Squats; Fri: Resistance Bands; Sat: Squats; Sun: Pull-ups,Breakfast: Nuts + Smoothie; Lunch: Paneer + Brown Rice; Snacks: Chickpeas + Quinoa; Dinner: Tofu Stir Fry + Veggies; Breakfast2: Paneer + Brown Rice; Lunch2: Tofu Stir Fry + Veggies; Snacks2: Chickpeas + Quinoa
teen,female,medium,obese,gym,flexibility,medium,vegan,Mon: Pilates Machines; Tue: Core Machines; Wed: Pilates Machines; Thu: Stretching; Fri: Balance Boards; Sat: Stretching; Sun: Balance Boards,Breakfast: Fruit + Almond Yogurt; Lunch: Salads + Tofu; Snacks: Oatmeal + Soy Milk; Dinner: Salads + Tofu; Breakfast2: Oatmeal + Soy Milk; Lunch2: Veg Stir Fry + Rice; Snacks2: Veg Stir Fry + Rice
young,female,short,overweight,gym,weight-loss,high,vegetarian,Mon: Rowing Machine; Tue: Spinning; Wed: Rowing Machine; Thu: Battle Ropes; Fri: Battle Ropes; Sat: Treadmill HIIT; Sun: Cross Trainer,Breakfast: Oats + Skim Milk + Banana; Lunch: Vegetable Salad + Quinoa; Snacks: Lentil Soup + Veggies; Dinner: Lentil Soup + Veggies; Breakfast2: Oats + Skim Milk + Banana; Lunch2: Fruit + Nuts; Snacks2: Fruit + Nuts
senior,female,short,overweight,home,muscle-gain,low,vegetarian,Mon: Pull-ups; Tue: Squats; Wed: Lunges; Thu: Pull-ups; Fri: Lunges; Sat: Resistance Bands; Sun: Squats,Breakfast: Paneer + Brown Rice; Lunch: Nuts + Smoothie; Snacks: Tofu Stir Fry + Veggies; Dinner: Paneer + Brown Rice; Breakfast2: Nuts + Smoothie; Lunch2: Tofu Stir Fry + Veggies; Snacks2: Chickpeas + Quinoa
middle,female,medium,normal,home,stamina,high,non-vegetarian,Mon: Jump Rope; Tue: HIIT Cardio; Wed: Bodyweight Circuit; Thu: Running in Place; Fri: Jump Rope; Sat: Burpees; Sun: Running in Place,Breakfast: Fish Soup + Veggies; Lunch: Egg Omelette + Toast; Snacks: Fish Soup + Veggies; Dinner: Fruit + Nuts; Breakfast2: Fruit + Nuts; Lunch2: Grilled Chicken + Rice; Snacks2: Grilled Chicken + Rice
teen,female,short,normal,home,stamina,low,non-vegetarian,Mon: Jump Rope; Tue: Burpees; Wed: Running in Place; Thu: Burpees; Fri: Bodyweight Circuit; Sat: Bodyweight Circuit; Sun: HIIT Cardio,Breakfast: Egg Omelette + Toast; Lunch: Grilled Chicken + Rice; Snacks: Fruit + Nuts; Dinner: Fruit + Nuts; Breakfast2: Egg Omelette + Toast; Lunch2: Grilled Chicken + Rice; Snacks2: Fish Soup + Veggies
middle,female,tall,overweight,gym,weight-loss,high,vegan,Mon: Battle Ropes; Tue: Spinning; Wed: Cross Trainer; Thu: Spinning; Fri: Treadmill HIIT; Sat: Rowing Machine; Sun: Battle Ropes,Breakfast: Fruit + Nuts; Lunch: Tofu Soup + Veggies; Snacks: Oatmeal + Almond Milk; Dinner: Lentil Salad + Veg; Breakfast2: Tofu Soup + Veggies; Lunch2: Lentil Salad + Veg; Snacks2: Oatmeal + Almond Milk
teen,male,medium,normal,gym,weight-loss,medium,non-vegetarian,Mon: Spinning; Tue: Rowing Machine; Wed: Cross Trainer; Thu: Treadmill HIIT; Fri: Treadmill HIIT; Sat: Cross Trainer; Sun: Rowing Machine,Breakfast: Eggs + Oats + Milk; Lunch: Protein Shake + Nuts; Snacks: Protein Shake + Nuts; Dinner: Chicken + Rice + Veg; Breakfast2: Fish + Sweet Potato; Lunch2: Fish + Sweet Potato; Snacks2: Chicken + Rice + Veg
